"gene","Delta_2RF","euclidean_dist","mean_SASA","Length","Total_Mutations_n","Essential","gene_ctrl","mean_SASA_ctrl","Length_ctrl","Total_Mutations_n_ctrl","Essential_ctrl"
"O95393",0.318,2.02853548611569,76.5305083934198,424,4,"No","Q9NUP1",109.208109801843,217,2,"No"
"P40261",0.318,3.6691423786703,45.9696387188864,264,1,"No","Q9UBI6",107.046062305556,72,0,"No"
"P55084",0.318,3.61570657293562,52.4190669184852,474,27,"No","Q96J77",108.078318964286,140,2,"No"
"Q9NS39",0.318,2.39179317800998,78.428747062341,739,10,"No","Q8IX29",112.306103284795,292,3,"No"
"O00115",0.317,3.72363061521083,46.0521549229889,360,7,"No","P63211",107.131999418919,74,2,"No"
"Q9BSY9",0.317,2.68105199970302,62.3519653319588,194,0,"No","O60262",107.078871485294,68,0,"No"
"Q8NDM7",0.316,4.58868232182484,70.9108209142835,1665,23,"No","Q9NUD7",114.955412253444,363,2,"No"
"Q9H8V3",0.316,2.24706786860482,75.7998031124114,914,2,"Yes","Q9NVS2",92.6213676018367,196,2,"Yes"
"O14958",0.316,2.69296116380741,66.0147250472431,399,16,"No","Q96LB4",108.043901483051,118,2,"No"
"Q9BXB7",0.315,2.25538651139188,76.5769673110193,569,9,"No","Q8WWB3",109.300318785311,177,2,"No"
"Q9BSH4",0.315,2.06197046750734,74.5204937501347,297,5,"No","O75506",107.480820828947,76,1,"No"
"Q9NWM8",0.315,2.20746550704651,71.2267945248815,211,3,"No","Q969E1",107.764899544675,77,0,"No"
"O43320",0.315,2.30374656471215,69.6441158134106,207,0,"No","Q96DE5",108.143487181818,110,0,"No"
"P13533",0.314,5.16464018058677,78.7735680142197,1939,32,"No","Q96KP6",113.557250138462,325,1,"No"
"Q13275",0.314,3.24020547700904,63.4088737089962,785,10,"No","A0A1B0GUX0",109.25728142517,176,1,"No"
"O96017",0.314,2.56150484430363,71.5145319048361,543,17,"No","Q6QNY1",108.317924711268,142,1,"No"
"Q96DX7",0.314,0.61426313362978,102.292539765756,344,2,"No","Q14493",111.993590062222,270,1,"No"
"Q16719",0.313,3.83975955158265,46.2460204383355,465,11,"No","P0C1H6",108.628250707792,154,0,"No"
"P56545",0.312,2.47716882431176,69.902263390827,445,3,"No","Q9Y291",108.335494330189,106,0,"No"
"Q9UN36",0.312,2.80581202909807,62.930767622965,371,2,"No","O14519",108.555231648696,115,0,"No"
"P00915",0.312,3.77005706630752,45.2820099610575,261,5,"No","P59768",107.979402394366,71,0,"No"
"P05546",0.312,2.9841539473439,62.7314135152745,499,12,"No","Q96IM9",110.307602977401,177,5,"No"
"P08237",0.312,4.47585714316974,40.8189168020538,780,13,"No","Q5T5A4",109.819423573964,169,1,"No"
"Q8N3I7",0.312,2.8677396289677,62.5050572405865,341,11,"No","Q6UXQ4",108.857452905983,117,0,"No"
"Q13177",0.31,2.26911935457543,75.4310556576145,524,3,"No","Q08117",110.291117238579,197,0,"No"
"Q96SL4",0.31,2.97443178184707,58.8829562307059,187,1,"No","P01298",108.751933621053,95,1,"No"
"Q86SQ9",0.31,2.31298924166078,54.1858451456637,333,13,"Yes","O15235",90.7127622091304,138,0,"Yes"
"O14617",0.309,3.47809358943399,72.5517527137554,1153,13,"No","A6NGH7",115.349501698462,325,2,"No"
"P11926",0.309,3.30435102313713,56.6832373781909,461,12,"No","Q5BN46",109.364120839118,136,0,"No"
"O60341",0.308,3.38651104901667,62.9459350315587,852,10,"No","Q8TDM0",111.043030222749,211,4,"No"
"O60930",0.308,1.93920976257917,77.9329772333566,286,7,"No","Q8NET1",108.900471191644,73,4,"No"
"Q15349",0.308,3.5632358494401,56.7354736789304,733,3,"No","Q96KS9",111.471669943551,214,4,"No"
"Q9BS86",0.308,2.187589080756,74.6957031477379,351,7,"No","Q504U0",109.356759575221,113,0,"No"
"P67775",0.308,2.88799405065058,45.9438647842977,309,22,"Yes","Q13405",92.1165833181325,166,4,"Yes"
"Q96MT7",0.307,4.99158850741352,77.0440713264941,1854,30,"No","Q86TE4",116.407228771676,346,2,"No"
"P07451",0.307,3.7749180965504,46.1460804681154,260,1,"No","Q9UK08",109.035189642857,70,0,"No"
"P38935",0.307,4.09213289667813,67.5831008761692,993,53,"No","I3L3R5",116.691475054135,266,8,"No"
"Q13614",0.307,3.56346669765324,56.0095685587434,643,10,"No","P50150",109.12764376,75,0,"No"
"Q8IXJ6",0.307,2.70806234687325,66.3263590985758,389,4,"No","Q6UWT2",109.337135526316,76,0,"No"
"Q53T94",0.306,1.66940025864647,72.9688473886565,588,7,"Yes","Q96EY4",94.2845277887685,203,4,"Yes"
"P22914",0.305,3.32295531860165,54.6403006395506,178,7,"No","Q16520",110.25652672,125,0,"No"
"Q96KG9",0.305,3.05000042258475,70.878530563849,808,17,"No","Q969G5",113.780327590038,261,2,"No"
"Q9UBV4",0.305,2.99273064458709,61.9202799337589,365,3,"No","Q96HT8",111.012666905512,127,2,"No"
"Q13155",0.305,2.16308722709766,76.0535998289375,320,8,"No","Q9H1M0",111.687458369565,184,3,"No"
"Q9NP81",0.305,2.11895305764348,60.700821715695,518,6,"Yes","Q13503",91.3583431916667,144,0,"Yes"
"Q10570",0.304,4.17219085954775,56.1786560638739,1443,5,"Yes","O43633",96.160075378018,222,0,"Yes"
"Q99715",0.304,4.99622363376632,67.5918562140714,1400,61,"No","P0DO97",114.663365400685,292,0,"No"
"O95025",0.303,3.3902865795975,62.8885720013102,777,12,"No","Q6PI98",112.131478851563,192,1,"No"
"P11150",0.303,3.30798215095628,58.8503423184168,499,11,"No","P10092",111.026016527559,127,0,"No"
"Q9Y2Q3",0.303,3.45267587441721,53.2550003558673,226,2,"No","P63215",110.902924826667,75,0,"No"
"P02794",0.303,1.85117878373509,60.1822691780874,183,1,"Yes","P37108",91.2572294073529,136,1,"Yes"
"Q86VX9",0.303,2.59821718632332,75.0198147689724,652,0,"No","Q8N6M8",113.25890097561,205,3,"No"
"Q6NXG1",0.302,2.91346891468958,69.6747894392217,681,5,"No","Q5SSQ6",111.762500141892,148,4,"No"
"Q8TAM2",0.302,3.3074987968543,59.3935303238928,541,0,"No","Q96KX1",111.316817380342,117,2,"No"
"P41226",0.301,4.5850358015726,46.9852646108123,1012,14,"No","Q9BQD3",112.787357011364,176,3,"No"
"P11678",0.299,4.30719436681343,45.2524010315664,715,12,"No","P53999",111.606548771654,127,0,"No"
"P14618",0.299,2.9414718700856,45.5545007168211,531,0,"Yes","Q9UHV9",91.7526031558442,154,0,"Yes"
"Q96AH0",0.299,1.42012578211957,87.9879002081961,204,1,"No","Q8NHG7",111.112203363636,77,0,"No"
"O95994",0.299,2.32914597316633,72.5289705861143,175,4,"No","Q0P5P2",111.455253388889,90,1,"No"
"P09884",0.299,4.47526656133169,68.6975053769535,1462,55,"Yes","Q15050",108.303746415342,365,5,"Yes"
"P80365",0.299,3.22301279684869,60.218926768642,405,14,"No","Q8WVF2",112.055672971014,138,1,"No"
"Q9NWX6",0.298,1.47344487068278,68.0966920467987,298,3,"Yes","P0C0S5",91.4515477171875,128,0,"Yes"
"O15111",0.298,3.44057396298812,61.7313261785584,745,7,"No","Q7Z2G1",112.738894010286,175,0,"No"
"Q8N6T7",0.297,2.87620214121213,65.0959932652394,355,7,"No","Q8N7L0",112.198302017986,139,1,"No"
"Q9Y2L5",0.297,4.04829359192146,60.0837692928599,1435,4,"Yes","Q8NBT2",95.1003380340102,197,1,"Yes"
"Q9UJM8",0.296,4.14581382715272,43.1936149092162,370,2,"No","Q9Y605",111.99992607874,127,0,"No"
"Q9Y2I2",0.296,2.90053633184328,67.4686162716623,539,0,"No","Q9BYN8",113.645244414634,205,2,"No"
"O15457",0.295,3.40341724860817,67.7379271244145,936,10,"No","Q96BZ8",115.059179481061,264,2,"No"
"Q9BZQ6",0.295,3.6849065445484,62.2637091461459,932,5,"No","Q8N1D5",113.495725407216,194,1,"No"
"O00628",0.294,4.25385411799462,41.7095199549288,323,13,"No","O60516",112.03261076,100,2,"No"
"O95398",0.294,3.67651318466402,62.8936507403965,923,11,"No","Q14919",114.119654062927,205,1,"No"
"P61254",0.294,0.715167598074982,81.2260790378621,145,1,"Yes","P62877",93.1106175183889,108,0,"Yes"
"P10515",0.293,2.41589258619258,80.8430184092118,647,16,"No","A6NGY3",112.885831113208,159,3,"No"
"Q6IA69",0.293,4.40701854719798,44.0133629465099,706,13,"No","Q9H098",112.444994335878,131,1,"No"
"Q9UNH5",0.293,2.3274230857852,81.1397751156599,594,14,"No","Q9BW11",114.562424441748,206,2,"No"
"P02741",0.293,3.4782056434616,53.7578098687768,224,2,"No","Q9P2W3",111.803359029851,67,0,"No"
"P12931",0.293,3.21600177519418,62.4484443115522,536,2,"No","A6NNP5",114.374289,214,0,"No"
"Q13822",0.293,4.38213725189053,47.5350027696153,863,3,"No","Q9H7E9",114.929986407424,229,1,"No"
"P50225",0.292,3.97773052865816,46.6109365288068,295,1,"No","P0CW23",112.698821521739,69,1,"No"
"P07315",0.292,3.67835031149056,51.6835831323563,174,10,"No","Q5I0X4",113.116716435644,101,1,"No"
"Q9NQT4",0.292,1.96495571840461,60.8985537561957,235,5,"Yes","Q9UHA2",92.8943705467533,77,0,"Yes"
"Q9H816",0.291,1.38900292244294,80.4129494922857,532,10,"Yes","Q9NRH1",97.7787775445575,226,2,"Yes"
"Q9NVE7",0.291,4.34604839802542,46.4806441808254,773,5,"No","Q4LEZ3",113.543640103226,155,3,"No"
"Q13214",0.291,3.67001307801625,60.0936947185527,749,19,"No","Q6FIF0",114.670891989904,208,1,"No"
"P13631",0.29,2.28593423638442,78.0955691925683,454,2,"No","Q14582",114.758047411005,209,0,"No"
"Q96IJ6",0.29,4.13316100643855,45.3530453779429,420,5,"No","Q9H4X1",113.513478423358,137,0,"No"
"P53992",0.289,3.72027291954346,66.296854812532,1094,3,"No","Q5VSY0",118.598935602459,366,0,"No"
"Q9ULC3",0.289,2.51743402271441,71.383264800211,237,3,"No","P18859",113.249241925926,108,0,"No"
"P00387",0.289,3.39109286826298,58.5456559234884,301,18,"No","C9J3I9",113.525600137255,102,2,"No"
"P26196",0.288,2.28421339199476,60.2791099535404,483,11,"Yes","Q96KK5",93.8694928267969,128,0,"Yes"
"Q14164",0.288,3.70700584952671,57.6033258426257,716,7,"No","Q9NSI2",115.54579653913,230,3,"No"
"P10809",0.287,2.62366685671042,56.1205799622443,573,9,"Yes","P05386",93.9967814298246,114,0,"Yes"
"P62701",0.287,2.14805055690245,58.7735621081749,263,0,"Yes","P49207",94.2615423902564,117,0,"Yes"
"Q60I27",0.287,4.16669684464073,54.5949274992613,953,8,"No","Q96J88",117.776897022013,318,1,"No"
"Q9NQX1",0.287,2.34296029859676,83.6055467932698,630,17,"No","Q9HCU9",116.19066401626,246,0,"No"
"P62140",0.286,2.7533978180451,49.9921224819266,327,11,"Yes","Q93077",94.6217235446154,130,0,"Yes"
"Q13451",0.286,3.16103901215765,62.8734536775842,457,2,"No","P53567",114.056742253333,150,1,"No"
"Q8TEA8",0.286,2.34902194387641,74.8538724133971,209,0,"No","A6NMA1",114.107662207207,111,1,"No"
"Q96KB5",0.286,3.13353181512615,62.4234238942112,322,3,"No","P19237",114.723442156684,187,0,"No"
"Q9BY32",0.286,3.79958644368001,51.0218641439691,194,7,"No","B2RV13",114.731416628049,164,0,"No"
"Q9H3H1",0.285,3.21181287988457,63.2698403084283,467,10,"No","Q8TD35",115.416922757732,194,2,"No"
"P01562",0.285,3.12934673654224,62.2452577557989,189,4,"No","O60519",114.722254183333,120,0,"No"
"Q14691",0.285,1.55357059639478,68.8501863094694,196,3,"Yes","Q16777",94.7048004493023,129,0,"Yes"
"P09871",0.284,3.74792623217855,57.3092378524302,688,10,"No","O76080",115.784350846009,213,0,"No"
"Q99985",0.284,3.77996249493548,57.7499258324927,751,5,"No","Q9H875",115.423457190217,184,2,"No"
"Q9NXL2",0.284,2.60280095333153,80.282484322381,777,2,"No","Q96MH2",117.430771916084,286,0,"No"
"A1A4Y4",0.283,2.94436966493955,65.3957230772376,181,3,"No","Q8IVA1",114.896004036765,136,4,"No"
"Q8TDY4",0.283,2.96730776130249,78.3495455700022,903,4,"No","Q96FF7",116.396557552511,219,1,"No"
"P53597",0.283,3.73025543183703,53.2575128784682,346,12,"No","P0C7M6",115.083627415584,154,4,"No"
"P82930",0.282,0.740514998026295,84.134041852844,218,8,"Yes","P0C0S8",94.9757887776923,130,2,"Yes"
"Q9BRQ4",0.282,3.76881791893181,52.166079563221,267,7,"No","A0A1B0GVK7",114.792295207792,77,1,"No"
"P78540",0.282,3.76792034912572,52.7301602166102,354,1,"No","P02814",114.795782810127,79,0,"No"
"P46063",0.282,3.69340413170859,59.727761705926,649,19,"No","Q8IZT9",115.750115590361,166,0,"No"
"Q8TE67",0.28,2.41257895210876,81.798705667683,593,12,"No","A1L162",115.583935525897,156,0,"No"
"Q9Y615",0.28,3.26007507661812,62.7468544030805,435,9,"No","Q9H1P6",115.434787956204,137,1,"No"
"P23526",0.28,3.15305042345204,44.8978786935509,432,12,"Yes","P04908",95.2034695733846,130,0,"Yes"
"Q9HD40",0.28,3.89719661871613,52.9455730012375,501,13,"No","Q9BXU0",115.293830764228,123,0,"No"
"Q9UKV8",0.28,4.40523438077892,50.3243949945402,859,13,"No","Q9HAF1",116.709256682408,191,0,"No"
"P80404",0.279,3.9497536422459,52.23970484582,500,13,"No","A6NL82",115.786822425373,134,1,"No"
"P13686",0.278,4.01868510522693,49.1952455679569,325,14,"No","P84101",114.806017559322,59,0,"No"
"P19827",0.278,4.38975028292858,51.4267040797563,911,8,"No","Q8TCI5",116.819549604712,191,1,"No"
"Q8NHU6",0.278,3.48778343533143,76.4504706158761,1098,11,"No","A8MYP8",118.998026905138,253,2,"No"
"P17213",0.277,3.79450098684808,56.2502360085421,487,21,"No","Q9BPZ3",115.731308307087,127,0,"No"
"P26368",0.277,1.42343305447648,78.2147362209895,475,8,"Yes","Q15528",97.647450273,200,1,"Yes"
"Q8TDP1",0.277,1.51123570784402,90.6466486807317,164,5,"No","Q9ULR5",115.723236463415,123,0,"No"
"P0CW18",0.277,3.05423307644953,71.3090111939635,603,17,"No","Q6PIF2",117.851059376147,218,1,"No"
"P0CG29",0.276,0.464497612428992,49.5418630766639,244,0,"NT","A0A0B4J2D5",57.2765953139179,268,0,"NT"
"P36952",0.276,4.26926242432496,45.215266616096,375,3,"No","C9JLW8",115.84071385567,97,1,"No"
"Q15181",0.276,2.86323600706399,47.6857388625467,289,0,"Yes","O43715",94.8126777934211,76,0,"Yes"
"Q6ZMJ4",0.276,2.33123633663402,78.0879925057851,242,5,"No","O95178",116.600343419048,105,0,"No"
"A0A0G2JMH6",0.275,0.16383207438906,76.0944704684095,254,0,"NT","Q96EF9",78.1894332828767,292,0,"NT"
"P61313",0.275,1.31552363835628,73.8671867146078,204,3,"Yes","Q9Y4Z0",95.6757328220144,139,0,"Yes"
"P49888",0.275,4.14036250168874,47.6163923151905,294,1,"No","H3BRN8",116.811931966942,121,0,"No"
"O75874",0.274,4.14623556681616,49.3180696426184,414,14,"No","Q6IAA8",117.249996962733,161,0,"No"
"Q7Z3Z4",0.274,4.24808304013467,53.1039432176784,852,9,"No","Q05195",117.748677782805,221,0,"No"
"Q86UV5",0.273,3.82328778079609,66.863335467799,1035,3,"No","Q6NSX1",118.904008841202,233,4,"No"
"Q9UHK6",0.273,3.70843507432938,56.7460155180681,382,11,"No","Q9BS18",116.870268094595,74,0,"No"
"Q53FT3",0.273,3.17569557706991,64.095837779797,197,3,"No","Q9UII2",117.319537377358,106,0,"No"
"Q02790",0.273,3.2508870498796,65.1532872036166,459,6,"No","Q8WUD4",117.95381494759,166,1,"No"
"O14939",0.272,4.70653286093543,47.6775863327331,933,13,"No","Q9H8W3",119.001444945923,233,0,"No"
"P00491",0.272,4.21502464216484,48.3698094148097,289,13,"No","Q96A98",118.05476002,100,0,"No"
"P00918",0.271,4.3290212774117,45.8842378896923,260,8,"No","A6NF83",118.079153639175,97,0,"No"
"Q8NBF2",0.271,4.67140815614734,45.2426159836088,726,12,"No","Q9Y4H4",118.87330359875,160,3,"No"
"P15328",0.27,3.66254987175837,57.3523564605447,257,7,"No","Q6UWK7",118.260304049383,81,1,"No"
"Q15126",0.27,3.815169903896,54.6134665459375,192,5,"No","A4QMS7",118.713663578231,147,1,"No"
"Q86SG6",0.269,4.2175788330128,52.4806379454653,692,6,"No","Q8IZU0",119.218891107527,186,1,"No"
"Q8IWU6",0.269,3.08154144817689,78.2303761911619,871,11,"No","A7E2U8",122.157838203884,309,1,"No"
"P16152",0.269,4.2736529010859,47.5603534334368,277,1,"No","Q6XD76",119.307997401163,172,0,"No"
"P01583",0.268,1.85128769302225,88.8419785136162,271,7,"No","Q99547",119.405687775,160,3,"No"
"P29475",0.268,4.89048551017306,60.240717749212,1434,15,"No","Q6PK04",122.268602349481,289,11,"No"
"O15327",0.267,4.29705561776908,56.0741614637165,924,3,"No","Q96PU9",121.079012283465,254,0,"No"
"O75083",0.267,5.03604225146029,38.3841111501584,606,14,"No","O95182",119.290359044248,113,1,"No"
"Q96GD4",0.267,1.79453805397083,67.2469649106686,344,3,"Yes","Q9H840",95.6872426938931,131,1,"Yes"
"Q9UL18",0.267,4.58357527213554,50.710298304203,857,11,"No","Q9P013",121.44719541048,229,0,"No"
"Q9BQS8",0.267,4.21426920263237,91.4168307844452,1478,44,"No","Q658L1",131.00323838191,398,5,"No"
"P14091",0.266,4.63248888077637,42.7535126796212,396,2,"No","Q6P161",119.755331905797,138,1,"No"
"P43405",0.266,4.11844211417788,55.5181145931591,635,6,"No","Q6PI97",121.093845201183,169,0,"No"
"Q7Z4W1",0.266,4.37380012049916,47.4600761629508,244,4,"No","Q9Y6G3",120.848271429577,142,0,"No"
"P53355",0.266,5.47289977207347,52.2727192106657,1430,6,"No","Q5T686",121.599716646939,147,1,"No"
"P28562",0.264,3.56879993190143,62.804429461297,367,2,"No","O14604",120.880248386364,44,0,"No"
"P29144",0.264,5.47637154242016,46.1479605258607,1249,5,"No","Q9NQ50",124.076504053398,206,4,"No"
"Q92890",0.264,0.668684763744445,87.469127802443,307,1,"Yes","Q9NX70",97.498795885,200,0,"Yes"
"Q9Y6N9",0.264,3.08601018269244,76.2299389369058,552,14,"No","H3BMG3",121.592193369231,65,0,"No"
"O95661",0.263,2.47988077590674,81.1029219006987,229,3,"No","Q9Y2S6",122.042606125,64,0,"No"
"P05120",0.263,4.38407521488962,51.1274309630024,415,12,"No","P48539",122.430867209677,62,0,"No"
"Q9Y253",0.263,3.13898257195234,80.1116904703029,713,12,"No","Q6PH81",124.980472083766,154,0,"No"
"P01024",0.262,6.25298044430156,48.7667131156945,1663,16,"No","Q96AT1",125.439942142857,154,1,"No"
"P24298",0.262,4.70307069126439,46.8005243582823,496,12,"No","P0DMC3",122.614349981481,54,0,"No"
"P45381",0.262,5.32568489536032,46.0768335596486,313,59,"No","A6NKN8",123.411708147059,68,1,"No"
"Q08881",0.262,4.29153653865593,56.3782432993,620,6,"No","H3BU77",123.638465161765,68,1,"No"
"Q8IW41",0.262,3.72746757877392,64.0049990972516,473,2,"No","Q9BSF0",124.143205821053,95,1,"No"
"Q9H9T3",0.26,3.21602191333832,46.3773209073272,547,0,"Yes","Q6I9Y2",98.0255283921569,204,0,"Yes"
"P05090",0.259,3.64544530717826,63.341224487619,189,5,"No","P0CG35",124.197078733333,45,0,"No"
"Q9H6S3",0.259,3.10915150677361,81.2356065703301,715,8,"No","Q9UIG4",125.552203433824,136,1,"No"
"Q9Y6Y9",0.259,3.22474479103651,70.343879519375,160,2,"No","Q8N0T1",124.51900626,100,0,"No"
"Q13557",0.258,4.11590530156556,58.8939292111824,499,8,"No","P82909",125.320994067961,103,0,"No"
"Q8TDZ2",0.258,4.73530134501952,69.1114851127591,1067,40,"No","Q9BRU2",127.05456735,100,0,"No"
"P30520",0.257,4.71155832439129,48.38640272725,456,2,"No","P0CG34",125.256830577778,45,0,"No"
"P46777",0.257,1.55509546457692,72.6089592566532,297,7,"Yes","Q9Y5L4",96.4035276526316,95,0,"Yes"
"Q15198",0.257,3.40875062333886,74.0962747786987,375,4,"No","Q96RM1",129.653908361111,72,4,"No"
"O14793",0.256,3.45574992283147,77.49642239328,375,9,"No","Q9BYE4",133.471153863014,73,0,"No"
"P24855",0.256,5.70731076110432,47.3199245049645,282,9,"No","Q5MJ08",142.834780949495,99,2,"No"
"P52895",0.256,6.29967733389071,45.7701758621548,323,7,"No","P62945",150.71988916,25,0,"No"
"Q9NXN4",0.256,5.56879884671428,64.946286080334,497,3,"No","O97980",156.150584780488,41,1,"No"
"P40818",0.255,2.6219956210843,85.5304334909571,1118,17,"Yes","Q9BXY0",103.199586737333,300,1,"Yes"
"P12956",0.253,1.87693702048786,73.4442576766108,609,4,"Yes","O43513",99.406862072103,233,0,"Yes"
"P28070",0.249,1.80711780807773,67.6933079891288,264,4,"Yes","O43920",97.0911645698113,106,1,"Yes"
"Q9UI95",0.249,2.42942372601374,56.9033110247867,211,2,"Yes","Q969Q0",97.4594467669811,106,0,"Yes"
"Q96KR4",0.247,0.542840946953595,62.5204093446534,655,3,"NT","O60809",59.3596112301181,474,4,"NT"
"Q06609",0.245,2.52464024053244,57.0750696194867,339,11,"Yes","O14561",97.9854062869231,156,1,"Yes"
"Q13868",0.245,1.77523778377858,68.8379961175768,293,4,"Yes","Q8N4Q1",97.6946852952817,142,0,"Yes"
"P14868",0.244,2.77628589665086,55.2616200969581,501,13,"Yes","O75935",98.4569143064516,186,0,"Yes"
"Q9UI10",0.244,1.93912889116612,73.6986437880306,523,18,"Yes","Q9UDW3",98.2527063270588,170,0,"Yes"
"Q9Y3C6",0.241,2.88256243264737,50.0915677380723,166,7,"Yes","Q9Y5J7",98.1770120685393,89,0,"Yes"
"Q14566",0.24,2.58558175461535,66.9748394774665,821,6,"Yes","Q9Y3A2",100.960040417391,253,0,"Yes"
"Q9UQE7",0.24,4.20592158057961,64.4920213494873,1217,53,"Yes","Q96G25",101.961395354478,268,0,"Yes"
"Q9Y5B9",0.238,3.03725670963622,69.0790438295702,1047,9,"Yes","Q9Y3C1",98.847596863427,178,0,"Yes"
"O75439",0.237,2.89046038186639,54.6750609016483,489,11,"Yes","Q96BP2",99.4294363220339,118,1,"Yes"
"P11387",0.235,1.87656978847557,83.3197911177595,765,2,"Yes","O95926",103.094960017284,243,2,"Yes"
"Q9NYP3",0.231,1.80445524711494,78.9785637943039,566,17,"Yes","Q96FZ7",101.281216669154,201,2,"Yes"
"P50914",0.23,0.277327876099137,97.3015205211163,215,1,"Yes","Q96HR3",101.63011225618,178,1,"Yes"
"Q9H7Z6",0.226,2.38889222582146,65.0106736603974,458,13,"Yes","Q96K17",101.337552213734,158,0,"Yes"
"O75771",0.224,2.66053086580441,58.288632197561,328,13,"Yes","Q93079",100.921782290635,126,0,"Yes"
"Q9NW13",0.223,1.42962321602886,99.7576491059368,759,15,"Yes","O75683",112.302293632687,361,4,"Yes"
"O15294",0.22,4.19484443532168,46.3866050453442,1046,14,"Yes","Q99880",101.19573321619,126,1,"Yes"
"Q5THJ4",0.22,3.62226578642305,79.1875660366643,1400,17,"Yes","Q9NPJ6",106.509470397778,270,2,"Yes"
"P35606",0.213,3.47006092447581,56.2615560157638,906,8,"Yes","Q16778",101.207063119206,126,0,"Yes"
"P12004",0.207,2.75742727527738,55.1436112070498,261,1,"Yes","Q9Y3U8",100.955642632476,105,0,"Yes"
"P49736",0.206,2.89170089269695,70.7423271045354,904,19,"Yes","Q8N5N7",102.891470470253,158,6,"Yes"
"P51398",0.205,2.4710660210103,62.2700590773618,398,9,"Yes","Q99877",101.239062799206,126,0,"Yes"
"Q9H9Y6",0.205,4.34802734898401,46.885827951089,1135,14,"Yes","P58876",101.591007178571,126,1,"Yes"
"P42356",0.202,6.11657916573395,52.5371339015147,2102,13,"Yes","P55081",118.460602437358,439,0,"Yes"
"Q6RFH5",0.202,2.58145866896283,60.7025295599273,385,3,"Yes","P06899",102.331642156667,126,0,"Yes"
"P17980",0.201,2.08775679953933,70.9803994257995,439,5,"Yes","Q52LA3",102.414250806897,116,0,"Yes"
"P57076",0.201,2.16986064490121,69.2972935846897,290,5,"Yes","Q16514",105.105279093168,161,0,"Yes"
"P33993",0.198,3.06088564706337,61.1763249066064,719,6,"Yes","P83731",105.110281708535,157,0,"Yes"
"O75312",0.198,2.4244270376024,67.6806954262527,459,8,"Yes","P62851",104.829189551168,125,0,"Yes"
"Q86UE8",0.198,2.16057066424556,86.3758911964896,772,24,"Yes","Q96IY1",109.987480530605,281,4,"Yes"
"Q12834",0.196,2.35860732312453,69.9567055883327,499,5,"Yes","Q8IXM3",105.589952167883,137,0,"Yes"
"Q96BW9",0.196,2.20037651200454,72.373470577292,452,6,"Yes","Q9BYC8",107.042296094149,188,1,"Yes"
"P33992",0.195,3.19806286739482,61.9345557441144,734,12,"Yes","P61927",105.65714517732,97,0,"Yes"
"P13010",0.194,2.70005098002878,71.3451022548224,732,3,"Yes","P20290",109.345077262718,206,0,"Yes"
"Q8IY37",0.189,3.85462521332107,73.5923685706966,1157,43,"Yes","Q99848",114.630013349673,306,3,"Yes"
"P36776",0.184,4.69186737088657,68.7694287422795,959,77,"Yes","Q9NZE8",110.044063985106,188,2,"Yes"
"P08865",0.175,1.96659705856248,74.8518964138509,295,5,"Yes","O75348",106.654362313559,118,0,"Yes"
"Q9NZ71",0.173,4.07340614736617,69.9382382273634,1219,35,"Yes","Q15906",118.662493824176,364,0,"Yes"
"P38646",0.169,3.54585278768722,55.7745608309367,679,5,"Yes","P82921",108.50580808046,87,4,"Yes"
"P11940",0.169,2.24434096448423,84.2009369842704,636,9,"Yes","Q9BRT6",112.804041590698,129,1,"Yes"
"P30566",0.165,3.89809981058093,52.2620320515744,484,33,"Yes","P62891",109.404704784314,51,0,"Yes"
"Q9NR50",0.164,3.45883957745311,59.972259511885,452,12,"Yes","Q9BQ48",114.907216825,92,0,"Yes"
"P42695",0.158,4.84289634787119,67.5305348822376,1498,25,"Yes","P78317",117.322060548421,190,0,"Yes"
"Q00610",0.157,5.49020975894455,58.4439172067881,1675,12,"Yes","Q13442",117.61655141989,181,1,"Yes"
"P62937",0.156,4.08317259659606,47.8600877169455,165,0,"Yes","Q9Y421",116.531321044643,112,0,"Yes"
"O75419",0.155,4.18365701100614,49.8420448692685,566,12,"Yes","Q86WX3",116.751018073529,136,1,"Yes"
"Q13112",0.155,3.0006082094568,71.7877250481646,559,9,"Yes","Q8NHZ8",116.552732388235,85,0,"Yes"
"Q13472",0.155,3.93990026004085,66.5854385984715,1001,12,"Yes","Q7Z7F7",117.756105432813,128,0,"Yes"
"P46459",0.154,4.07526038002325,55.609227965,744,5,"Yes","Q9P0J6",117.093427296893,103,1,"Yes"
"Q9Y4L1",0.152,3.82407162765561,68.5871857155976,999,9,"Yes","Q9UMY1",122.163637809339,257,0,"Yes"
"Q14683",0.15,5.82570720881586,66.2396874357502,1233,89,"Yes","Q8N5I9",120.551459897297,185,3,"Yes"
"P50570",0.148,4.20594402103365,67.3396117651793,870,45,"Yes","Q9P031",122.794078825726,241,2,"Yes"
"P61011",0.148,3.56652989841581,62.6250613904087,504,9,"Yes","Q9BQC6",119.326912460784,102,2,"Yes"
"Q86U90",0.147,3.53519728037069,60.8444524338351,279,6,"Yes","O75971",119.602116377551,98,1,"Yes"
"Q8IYB8",0.135,3.87727303606408,63.3862578454809,786,4,"Yes","Q9UGY1",122.771589816901,213,3,"Yes"
"Q96MG7",0.135,2.2457538007527,85.0224035794737,304,10,"Yes","Q9UNZ5",120.920857585859,99,1,"Yes"
"P00374",0.134,4.04245924483497,57.2169682236364,187,3,"Yes","Q9NWB6",125.110660238095,273,1,"Yes"
